Code_Departement,Evolution.effectifs.Vaches_laitieres,Evolution.effectifs.Vaches.allaitantes,Evolution.effectifs.Brebis.meres.nourrices,Evolution.effectifs.Porcs,Evolution.effectifs.Poulets.de.chair,Evolution.effectifs.Poules.pondeuses
54,0.694549849621947,0.420082582336556,1.2004045171077,0.601434548714884,0.621290919606709,0.780283314415437
55,0.694488561364872,0.42,1.20029280195201,0.602217294900221,0.620117676831583,0.780184369921702
56,0.694458136262433,0.361180449985676,1.20122084833307,0.600003402286336,0.620000255623511,0.780001281529599
57,0.694593292952387,0.420049087402848,1.20031138212889,0.600770218228498,0.620714510214772,0.780240688740087
58,0.696624119411313,0.42,1.20009378846793,0.601097694840834,0.62005974867011,0.781462043111528
59,0.694577114986964,0.250156174574779,1.20407070166042,0.600101407974611,0.62000693458415,0.78003176236965
60,0.694624725972078,0.250065082980801,1.20083044982699,0.0,0.621299463447351,0.780173245335702
61,0.694457530010437,0.420014615304311,1.20016914908613,0.600159590384679,0.620013358941235,0.780124240915878
62,0.694597277242028,0.250154637725982,1.20222376650452,0.600113118972879,0.620006224420477,0.780111855095805
63,0.694524632019219,0.420018210789893,1.20010668681862,1.1006301518093,1.2000092454256,1.00019319564923
64,0.730180151315677,0.420016085020824,1.20001398014819,0.600044560963111,0.620006309726137,0.780018560292396
65,0.694687342116513,0.420018504240555,1.2,0.600329011789589,0.62000472655843,0.780052752603814
66,2.03179650238474,0.420452099031216,1.00066656791586,1.16279069767442,1.00332991803279,1.00025119316755
67,0.905202898286962,0.420094261988479,1.20061561421509,0.600136225721893,0.620008955091454,0.780016938478578
68,0.905271812349315,0.420466977985324,1.20260021668472,0.600484545921739,0.620307799235467,0.780156387057968
69,0.694669933386467,0.420295722584052,1.20068754774637,0.60256837098692,0.620043335430209,0.780267266302602
70,0.694487887044606,0.42003078050568,1.20031832651205,0.600846774193549,0.620205823195141,0.780441693969178
71,0.695012007103362,0.420007682879983,1.20017689657079,0.600530347672363,0.620004615829547,0.780985626283368
72,0.694467137965716,0.250008015004088,1.20035781731438,0.600005934864858,0.620000170301458,0.780004155099357
73,0.694492205410362,0.420289405684755,1.20027469832238,0.612032085561498,0.630961325966851,0.780255096478797
74,0.694444444444444,0.420202702702703,1.20057775637939,0.601134751773049,0.621756373937677,0.780854981913844
75,0.0,0.0,0.0,0.0,0.0,0.0
76,0.694526346941159,0.406236557230233,1.20038680185196,0.600418013599375,0.620032280066018,0.780197505855542
77,2.01304121022431,0.251980982567353,1.21885521885522,1.8,0.620031089878011,0.780150704876517
78,2.08630952380952,0.255105900151286,1.34380165289256,0.685714285714285,0.620379615674453,0.781174454828661
79,0.694501579988238,0.275325478292236,1.20004117203047,0.600074925794645,0.620000879256951,0.780007275810897
80,0.694502114890601,0.250075875823795,1.20070319367126,0.600188715765025,0.620012396639133,0.780034661613774
81,0.694511246853607,0.420021271207901,1.20003929328225,0.6003298992939,0.620035675924505,0.780264104626064
82,0.694902672385351,0.420055875831486,1.20022481172018,0.601107862748115,0.620012407834661,0.780031895752685
83,3.06666666666667,0.590270270270271,1.00037355248412,0.0,1.00437424058323,1.00696202531646
84,7.0,0.588,1.00052377959355,1.00670141474311,1.00002076972605,1.00014396314543
85,0.694462494855633,0.250003495403544,1.2003368218453,0.600027043559448,0.620000334358219,0.78000178952919
86,0.694940863010138,0.275357489114736,1.20005519017615,0.600291278770918,0.620245602915544,0.780142641612947
87,0.694543885189693,0.42000589606087,1.20000932756061,0.60068073519401,0.620014855162169,0.780119375573921
88,0.694466527455366,0.420034185251506,1.20010904877661,0.601783723522854,0.62055900621118,0.780190050761421
89,0.694799749864984,0.420110298255487,1.20069041568778,0.600612713811591,0.620004864336871,0.780237091466557
90,0.694848818150449,0.42048629872636,1.20254641909814,0.0,0.631221719457014,0.780282957266198
91,3.01538461538462,0.58,0.0,0.0,0.623883369330453,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0
95,2.16129032258064,0.258474576271186,1.30478873239437,0.0,0.622166265060241,1.19785714285714
