,Ble.tendre,Ble.dur,Triticale,Mais.grain,Mais.ensilage,Orge,Avoin,Sorgho,Seigle,Betterave,Pomme.de.terre,Tournesol,Colza,Soja,Pois,Orge.d.hiver.et.escourgeon,Orge.de.printemps,Pois.proteagineux,CIMSE
PM,227,227,227,243,243,227,227,227,227,179,200,253,117,227,227,227,227,227,218
